BeverageName,Category,ABV,Description
Brother Thelonious,1,9,
Hop Trip Fresh Hop Pale Ale,1,5.5,"This Fresh Hop Pale Ale is all about celebrating the hop harvest in the fall.  Fresh picked hops have to be added to the brew immediately and in abundance.  Roughly 270 pounds of Crystal hops from Doug Weathers' farm outside Salem, Oregon will be added to the 50 barrel batch in addition to some dry kilned whole flower hops.  That adds up to approximately 5.5 pounds of hops per barrel brewed.  Another deliciously interesting beer in our Bond Street Series."
Organic Belgian Ale,1,0,
Nieuw Ligt Grand Cru 2006,1,12,
Hibernation Ale,1,8.1,"Great Divideâ€™s award-winning Hibernation Ale is Coloradoâ€™s original strong ale â€“ it has been our winter seasonal each year since 1995. Since that time, Hibernation has become the most sought-after winter beer in Colorado. Hibernationâ€™s massive flavors are so intense that it requires over three months of aging each year. Each summer, while our brewers are still spending their weekends in flip-flops and shorts, they prepare for Julyâ€™s Hibernation brewing schedule.

We cellar Hibernation until late October, when it reaches the peak of perfection. This lengthy aging process gives Hibernation its revered malty richness, complex hop profile and hearty warming character, which is perfect right out of the bottle or cellared for longer periods of time. Hibernation is a lively treat that really beats the winter chill. This scrumptious, collectible, and imminently cellarable ale is only available for six weeks each year, from November 1 to December 15.  Hibernation Ale is the perfect gift or accompaniment to your winter festivities."
Wee Heavy Winter Ale,1,0,
2Â° Below,1,6.6,"Pull on your wool socks and crack open a 2Â° Below Ale. This tasty winter warmer started life as a small batch beer brewed for the Al Johnson Uphill Downhill â€“ a telemark ski race in Crested Butte, Colorado. The Uphill Downhill celebrates the exploits of Al Johnson, letter carrier extraordinaire, who delivered mail by ski in the late 1800â€™s. Dry hopping during fermentation creates a floral nose with a hint of pepper and spicy, subtle undertones. 2Â° Below provides a bright, hoppy palate and a cheery warm afterglow."
Monkey Wrench Dark Ale,1,5.3,
Old Legover,1,4.1,
Hercules Double IPA,1,9.1,"Hoppier, maltier and with more alcohol than a standard IPA, Hercules Double IPA definitely is not for the faint of heart. Hercules Double IPA is, however, an elixir fit for the gods. A brash but creamy wonder, Hercules pours a deep orange-coppery color, forming substantial lace in the glass. Hercules Double IPA delivers a huge amount of piney, floral, and citrusy hop aroma and flavor from start to finish. A hefty backbone of nutty, toffee-like malt character balances Herculesâ€™ aggressive, punchy hop profile."
Fresh Hop Pale Ale,1,6.1,"The September hop harvest is a once-a-year opportunity to brew with fresh hops, also called â€œwet hops.â€ Given the perishable nature of just-harvested hop cones, they are shipped overnight to Great Divide shortly after harvest. The morning of the scheduled hop delivery in Denver, Great Divideâ€™s brewers begin brewing Fresh Hop and are ready to hop the beer just as the fresh hops are delivered.

Using fresh hops is a big endeavor, requiring four to five times the volume of hops compared to the usual process of using pelletized hops. This complex process brings impressive results: Fresh Hop is an American-Style Pale Ale with moderate hop bitterness marked by a unique and intensely grassy hop flavor and aroma. Fresh Hop is a superbly refreshing, medium bodied, light-copper colored pale ale."
Twisted Thistle India Pale Ale,1,6.1,
Espresso Stout,1,0,
Inversion IPA,1,6.8,"After several months of experimentation, energy and obsession, Deschutes Breweryâ€™s brewers have triumphed once again.  Inversion I.P.A.'s trio of American hops delivers an over-the-top nose with hints of orange and grapefruit.  Inversion is then dry-hopped for seven days resulting in an added hoppy kick.  To balance the hop character, Deschutesâ€™ brewers used crystal and caraston malts that weave throughout the beer providing soft, complex caramel flavors. 

Just like clear days up on the mountain, Inversion I.P.A. will deliver a path to higher ground.  Inversion I.P.A. is a phenomenal NW-style I.P.A., beckoning all beer drinkers and enticing I.P.A. lovers to invert their world and find clarity above the routine of the everyday."
India Pale Ale,1,7.5,
London Porter,1,6.5,
Hitachino Nest Celebration Ale 2006,1,9,
Rubia,1,6,
Session Premium Lager,1,5.1,
Mocny BOSS / BOSS Beer,1,8.1,
La Rossa,1,7.2,
Blue Paddle Pilsener,1,4.8,"Climb on in and grab a paddle. Our first foray into lagered beers, Blue Paddle Pilsener-Lager, is a Czech style pilsener with a refreshing crispness from noble hops and a rich, malty finish. â€˜Blue Paddleâ€™ refers to the implement our warehouse managerâ€™s Grandma once used to lovingly paddle his a** when she caught him stealing sips of her beer. With more body than a traditional Belgian pils, Blue Paddle is reflective of Europeâ€™s finest pilseners."
Lager,1,4,
Hell,1,4.9,
Pilsner,1,4.9,
Ungespundet Lager Hefetrub,1,5.2,
Keller-Bier,1,0,
Imperial Porter,1,0,
Amber Ale,1,0,
La Folie,1,6,"La Folie Wood-Aged Biere, is our original wood-conditioned beer, resting in French Oak barrels between one and three years before being bottled. . Peter Bouckaert, came to us from Rodenbach â€“ home of the fabled sour red. Our La Folie emulates the spontaneous fermentation beers of Peterâ€™s beloved Flanders with sour apple notes, a dry effervescence, and earthy undertones. New in 2010, we'll do a single bottling of La Folie for the year. Collect the 22oz unique to 2010 designed bottle and start a yearly wood-aged collection of goodness."
Abt 12,1,10,"The absolute top quality in the hierarchy of the St. Bernardus beers. It is also the beer with the highest alcohol content (10.50 %).
A dark ivory coloured beer with a high fermentation. 

The show piece of the brewery. Thanks to its soft and unconditionally genuine aroma, the beer can be smoothly tasted.  The Abt has a very fruity flavour."
Nostradamus,1,9.5,
Triple,1,9,
Ultrabrune,1,10,
PÃ¨re NoÃ«l,1,0,
Bah Humbug,1,6,
Harvest Ale 2005 (Port),1,11.5,
Harvest Ale 2005,1,11.5,
Moonraker,1,7.5,
Old Engine Oil,1,6,
Pitchfork Rebellious Bitter,1,4.3,
Bitter and Twisted,1,3.8,
India Pale Ale,1,0,
Old Slug Porter,1,4.5,
Golden Abbot Lager,1,0,
Porter,1,7.1,
MÃ¶nchshof KellerbrÃ¤u,1,0,
Nightmare,1,5,
Ur-Weisse,1,0,
Schlenkerla Helles Lagerbier,1,4.3,
Ondineke Oilsjtersen Tripel,1,8.5,
Ale Mary,1,6,
Jan de Lichte,1,7,
Bigfoot 2000,1,9.6,
Rauchbier Lager,1,4.6,
Bourbon Imperial Stout,1,0,
Witbier,1,0,
Bavarian Bock,1,0,
Heater,1,0,
Harvest Brown,1,0,
Brout,1,0,
Aecht Schlenkerla Rauchbier MÃ¤rzen,1,0,
Aecht Schlenkerla Rauchbier Weizen,1,0,
Kapuziner Schwarz-Weizen,1,5.4,
Christmas Bock,1,6,
Prior 8,1,8,"This noble delicious beer with a high fermentation has a ruby purple colour with a full malty and fruity taste (8% alcohol content). 

This beer has a beautiful round froth due to the second fermentation with a taste that creates a perfect balance between sweet and sour."
Old Man Ale,1,4.8,
Criminally Bad Elf,1,10.5,
Very Bad Elf Special Reserve Ale,1,7.5,
Weisse,1,4.9,
MÃ¶nchshof Premium Schwarzbier,1,4.9,"Schwarzbier means \black beer\"" in German. It is a medium-bodied"
St. Bernardus Tripel,1,8,"This beer, with high fermentation, has a pale amber colour and a flowery, fruity taste with a harmonious balance between sweet and sour (8% alcohol content). 
This beer has a thick and vivid froth and strikes by its balanced taste with a delicate bitterness."
BiÃ¨re Blanche,1,0,
Wychcraft,1,0,
Double Bastard Ale,1,10,
Rochefort 6,1,7.5,"eddish colour, almost like autumn leaves, very consistent texture with a slightly spicy aroma and an intense taste of caramel, fruit, and hints of raisins. It is only brewed about once per year, representing approximately 1% of total beer production, thus is quite difficult to obtain."
Guldenberg,1,8.5,
Westmalle Trappist Tripel,1,9.5,"Was first brewed in 1934 and the recipe has not changed since 1956. It is made with pale candy sugar and has a very pale color produced from a mash of light pilsener malts. Styrian Goldings hops are used along with some German varieties and the classic Saaz pilsener hop. After a long secondary fermentation, the Tripel Westmalle is bottled with a dose of sugar and yeast. This beer holds up well in the bottle over time and seems to soften with age."
Fire in the Hole!,1,0,
Cow Palace Scotch Ale,1,6.8,
Toil & Trubbel Dubbel,1,8.1,
Abtskelder Tripel,1,8.4,
All-American Gold,1,0,
Curator Dunkler Doppelbock,1,9,
Kloster Dunkel,1,0,
Kloster Edel-Hell,1,0,
Teton Ale,1,0,
Pilsener,1,4.8,
Nickelbier,1,6.5,
Edel-Pils,1,4.8,
Weiss-Gold,1,0,
Zwickelbier,1,0,
Pils,1,5,
Spezial,1,5.1,
WeiÃŸe,1,0,
Schwarzbier,1,5.3,
Pils,1,4.9,
Original NÂº 1 NaturtrÃ¼b,1,0,
Schwarze,1,0,
Blonde,1,0,
Rotgold-Pils,1,4.9,
Spezial,1,5.2,
Pils,1,4.9,
Coronator Helle Doppelbock,1,7.5,
See-Weizen Bio-Hefeweizen,1,0,
Kellerpils,1,0,
Pils,1,0,
Kronenbier,1,0,
Dunkles Weissbier,1,0,
Festbier,1,0,
Dunkles Lager,1,0,
Weizen,1,0,
BrÃ¤ustatt Pils,1,0,
BrÃ¤ustatt Gold,1,0,
Altbairisch Dunkel,1,0,
Pickled Santa,1,6,
Manchester Star Ale,1,7.3,
Moinette Brune,1,8.5,
Chocolat,1,8,
BiÃ¨re de NoÃ«l,1,0,
BiÃ¨re de Gamme,1,0,
Panil BarriquÃ©e,1,0,
CuvÃ©e du 7Ã¨me,1,0,
Dark White,1,0,
Festive Ale 2006,1,0,
Green Valley Stone Mill Pale Ale,1,5.5,
Green Valley Wild Hop Lager,1,0,
LÃ¶wen Weisse,1,0,
Herbstbier,1,0,
Altbier,1,0,
Huusbier,1,0,
Leermond Bier,1,0,
Original Ittinger KlosterbrÃ¤u,1,0,
Huusbier Schwarz,1,4.5,
Oktoberfest,1,0,
Weizentrumpf,1,5.5,
Honey Brown Ale,1,6,
Huusbier Hell,1,4.6,
KÃ¶nig Ludwig Weissbier Dunkel,1,0,
Gambrinus,1,4.6,
NaturtrÃ¼bes Kellerbier,1,0,
Stout,1,5,
Weizen,1,5,
Spezial,1,5.5,
Naturtrubes,1,5.1,
St. Galler Landbier,1,0,
Maisbier,1,0,
Weizenbier,1,0,
Dunkel,1,0,
Hell,1,0,
Spezial,1,5.6,
Single-Malt-Bier,1,0,
Ur-Pils,1,5.1,
Ur-Weizen,1,5,
Hanf,1,5,
Dunkel,1,4.8,
Hell,1,4.8,
Blond,1,4.8,
Dunkle Weisse,1,5.3,
WalderBrÃ¤u Export,1,0,
Hefe-Weizen,1,5.2,
Edel-Spezial,1,5.2,
Alt-DÃ¼rrener-WeiÃŸe,1,0,
Edelweiss,1,0,
Kristall-Weizen,1,0,
Hofgutsbier,1,0,
Humpis-Original Naturtrub,1,5.1,
Hefeweizen,1,0,
Spezial,1,0,
Kellerpils,1,0,
Sanwald Dunkelweizen,1,0,
Das Schwarze / Dark,1,4.9,
Hecker Dunkel,1,5.2,
Kristall Weizen,1,0,
Hefe Weizen Dunkel,1,0,
Schimmele Hefe Pils,1,0,
Hefe Weizen Hell,1,0,
Spezial-Export,1,0,
Edel-Pils,1,0,
Herbstbeer,1,0,
Weizen,1,0,
Kupfer,1,0,
Messing,1,0,
Saison,1,0,
Duinen Dubbel,1,8,
Castelain St.Amand French Country Ale,1,5.9,
Red Racer India Pale Ale,1,6.5,
Steelhead Stout,1,0,
Iceberg Copper Bock,1,0,
Boomers Red Ale,1,0,
Springboard Lager,1,0,
Light Lager,1,0,
Old Sullivan Porter,1,0,
Brotherhood Black & Tan,1,0,
Clover Pale Ale,1,0,
Lager,1,0,
Red Truck Ale,1,0,
Dry Stout,1,0,
Extra Special Bitter,1,0,
Nut Brown Ale,1,0,
Pale Ale,1,0,
Vienna Lager,1,0,
Pilsner,1,0,
Blonde Ale,1,0,
Cream Ale,1,0,
Blonde Ale,1,0,
Special Lager,1,0,
Pale Ale,1,0,
Pale Ale,1,0,
Beacon India Pale Ale,1,0,
Traditional India Pale Ale,1,0,
Mad Scow Stout,1,0,
Red Truck Ale,1,0,
Two Lions Pale Ale,1,0,
Baden Powell Cream Ale,1,0,
Dominion Lager,1,0,
Yippee IPA,1,0,
Downtown Brown,1,0,
Tropical Lager,1,0,
Honey Brown,1,0,
IPA,1,0,
Game Day,1,0,
Red Truck Ale,1,0,
Red Truck Lager,1,0,
Pale Ale,1,0,
Premium Gold,1,0,
India Pale Ale,1,5.8,
Oatmeal Stout,1,6.5,
Cream Ale,1,4.8,
Blonde Draft,1,4.8,
Hefeweizen,1,0,
Island Lager,1,5,
English Bay Pale Ale,1,5,
Kitsilano Maple Cream Ale,1,5,
Cypress Honey Lager,1,4.7,
Pelican Bay Brown,1,0,
Marina Light Lager,1,4.7,
Haupenthal Hefeweizen,1,4.8,
Old Bridge Dark Lager,1,5.3,
Johnston Pilsener,1,4.9,
Cartwright Pale Ale,1,4.3,
15,1,10,
Gueuze Bio / Organic Gueuze,1,0,
Hopluia,1,0,
Czech Premium Lager,1,0,
Bobby,1,0,
1916 Irish Stout,1,3.5,
Model-A-Tor Doppelbock,1,7.4,
Wilsteraner Altbier,1,5.6,
Eighty-Shilling Scottish Ale (80/-),1,5.3,
Dark Lager,1,0,
Lager Beer,1,0,
Premium Light Lager Beer,1,0,
Trademark English Pale,1,0,
Jolly Roger,1,0,
Firkin IPA,1,0,
Portage Bay Pilsener,1,5.5,
Old Seattle Lager,1,4.3,
Nightwatch Dark Ale,1,5.5,
Islander Pale Ale,1,5,
Salmon Bay E.S.B.,1,5.5,
Clipper Gold Hefeweizen,1,5.2,
Flagship Red Alt Ale,1,5.2,
Slam Dunkelweizen,1,8,
Trombipulator,1,0,
Faux Paddy Irish Ale,1,0,
Black Mulligan Dublin Stout,1,0,
Coal Creek Porter,1,0,
Atlas Amber Ale,1,0,
Prime Time Pale Ale,1,0,
Snow Melt Nitrogen Pale,1,0,
Old Rip Oatmeal Stout,1,0,
Scarlet Fire IPA,1,0,
The Immortal IPA,1,6.3,
Whoville Weizenbock,1,6.6,
Warminster Special Bitter,1,3.8,
AK-47 Malt Liquor,1,6,
Foster Child Australian Lager,1,4,
Avatar Jasmine IPA,1,6.2,
BiFrÃ¶st Winter Ale,1,0,
Elysian Fields Pale Ale,1,4.8,
Loki,1,4.8,
Zephyrus Pilsner,1,4.7,
Perseus Porter,1,5.4,
The Wise ESB,1,5.9,
Ambrosia Maibock,1,5.3,
BÃªte Blanche,1,0,
Auld Acquaintance Spiced Ale,1,0,
India Pale Ale,1,0,
Oatmeal Stout,1,0,
Kilt Lifter Scotch Ale,1,0,
Pale Ale,1,0,
Weisse,1,0,
Imperial Stout,1,6.2,
Imperial I.P.A.,1,7.2,
India Pale Ale,1,0,
N.W. Pale Ale,1,5,
Bock,1,5,
Weissbier,1,4.3,
Saison,1,5.7,
Pilsner,1,4.7,
Nebraska Bitter,1,0,
Irish Stout,1,0,
I.M. Pale,1,0,
Wheat Beer,1,0,
Golden,1,0,
Porter,1,0,
Terminator Stout,1,6.45,"Black as the darkest night, rich as the most decadent dessert, Terminator is for the true stout lover. This is a full bodied and flavor packed ale which draws it's robust complexity from kiln-baked specialty grains. Look for a wide array of toasted, chocolate, nutty and coffee-like flavors in every pint! The devoted swear by it, and it remains one of our top selling ales year after year."
India Pale Ale,1,0,
Hammerhead Ale,1,0,
Icebreaker Barley Wine,1,0,
Industrial IPA,1,7.4,"This one's a butt-kicker! Essentially, the same recipe as the IPA, but with approximately 25% more grain and twice the hops!"
IPA,1,6.2,"OUR FLAGSHIP BEER, the one for which we're known throughout the Puget Sound. Columbus hops impart intense bitterness with flavors of grapefruit and a hint of cedar."
Possession Porter,1,5.6,
Steamer Glide Stout,1,4.8,
E.S.B.,1,0,
Brown Ale,1,5.6,
Golden Ale,1,5.2,
Hefe-Weizen,1,5.8,
Lighthouse Ale,1,4.3,
Golden,1,0,
Gale Force IPA,1,5.6,
Porter,1,5.8,
Nut Brown,1,4.3,
Amber Ale,1,5.1,
Hefe Weizen,1,4.6,
Maibock,1,0,
Sequoia Red,1,0,
Homeport Blonde,1,4.6,
Skibbereen Stout,1,5.3,
Red Card Lager,1,6.65,
Navidad,1,0,
Free Bike Amber,1,4.5,
Highwater Porter,1,6,
Skagit Brown Ale,1,4.8,
Yellowjacket Pale Ale,1,4.5,
Dutch Girl Lager,1,4.3,
Del Rio Lager,1,4,
Barleywine,1,0,
Imperial Pale,1,0,
Spring Bock,1,0,
Irish Stout,1,0,
India Pale Ale,1,6.6,
Porter,1,5.9,
Firehouse Red,1,0,
Tacoma Brew,1,5.1,
Hefeweizen,1,4.3,
Belgian White,1,4.1,
Poseidon Imperial Stout,1,0,
Thornton Creel Ale,1,0,
Blonde Ale,1,0,
Light,1,0,
WinterFish Ale,1,7.5,
Mudshark Porter,1,0,
Organic India Pale Ale,1,6.7,"Fish Tale Organic India Pale Ale is a medium-bodied beer with a rich golden color. The organic pale and crystal malts lay down a firm malt body. This provides the backbone for an assertive hop profile featuring organic Pacific Gem. The moment the Mighty Fish Brewers sampled this pungent and resinous New Zealand hop, they knew it would be perfect for their Organic I.P.A. The result: A Cascadian treasure."
Wild Salmon Pale Ale,1,4,
Organic Amber Ale,1,5,"Medium-bodied with an appealing amber hue, this is the First Ale of the Republic. Its organic pale, Munich, and crystal malts create a gentle sweet character that is difficult to resist.  From organic Hallertauer hops come a zesty flavor and aroma that beautifully balance Organic Amber's malt profile. The result: Truly delicious ale that salutes organic farmers and all the goodness they bring to our tables."
